Date,Hour,Total Market Demand,Ontario Demand
9-Sep-12,5,12856,11537
9-Sep-12,6,12714,11750
9-Sep-12,7,12637,12022
9-Sep-12,8,13471,12874
9-Sep-12,9,14040,13537
9-Sep-12,10,14974,14102
9-Sep-12,11,15434,14467
9-Sep-12,12,15504,14625
9-Sep-12,13,15541,14678
9-Sep-12,14,15700,14663
9-Sep-12,15,15930,14643
9-Sep-12,16,16160,14828
9-Sep-12,17,16506,15191
9-Sep-12,18,16459,15197
9-Sep-12,19,16611,15424
9-Sep-12,20,16793,15734
9-Sep-12,21,16157,15335
9-Sep-12,22,15053,14307
9-Sep-12,23,13748,13421
9-Sep-12,24,12874,12612
10-Sep-12,1,12540,12221
10-Sep-12,2,12258,12036
10-Sep-12,3,12460,11869
10-Sep-12,4,12624,11932
10-Sep-12,5,12724,12452
10-Sep-12,6,14014,13817
10-Sep-12,7,15267,14953
10-Sep-12,8,16023,15488
10-Sep-12,9,16419,15879
10-Sep-12,10,17106,16171
10-Sep-12,11,17140,16364
10-Sep-12,12,17232,16532
10-Sep-12,13,17300,16650
10-Sep-12,14,17363,16688
10-Sep-12,15,17451,16801
10-Sep-12,16,17605,16955
10-Sep-12,17,17726,17141
10-Sep-12,18,17622,17037
10-Sep-12,19,17722,17137
10-Sep-12,20,18183,17498
10-Sep-12,21,17131,16746
10-Sep-12,22,15799,15489
10-Sep-12,23,14471,14105
10-Sep-12,24,13307,13260
11-Sep-12,1,13418,12694
11-Sep-12,2,12778,12421
11-Sep-12,3,12402,12284
11-Sep-12,4,12865,12253
11-Sep-12,5,13669,12777
11-Sep-12,6,14542,13977
11-Sep-12,7,15456,15116
11-Sep-12,8,16003,15718
11-Sep-12,9,16339,16014
11-Sep-12,10,17034,16384
11-Sep-12,11,17307,16707
11-Sep-12,12,17584,16784
11-Sep-12,13,18053,17018
11-Sep-12,14,18044,17059
11-Sep-12,15,18379,17370
11-Sep-12,16,18771,17788
11-Sep-12,17,18857,17808
11-Sep-12,18,18291,17481
11-Sep-12,19,18517,17617
11-Sep-12,20,19105,18205
11-Sep-12,21,18096,17411
11-Sep-12,22,16393,16033
11-Sep-12,23,14837,14675
11-Sep-12,24,13979,13647
12-Sep-12,1,13473,13121
12-Sep-12,2,13333,12827
12-Sep-12,3,13272,12617
12-Sep-12,4,13521,12616
12-Sep-12,5,13944,13208
12-Sep-12,6,14890,14328
12-Sep-12,7,16016,15582
12-Sep-12,8,16477,16275
12-Sep-12,9,17319,16749
12-Sep-12,10,18436,17341
12-Sep-12,11,18765,17720
12-Sep-12,12,19071,17926
12-Sep-12,13,19858,18376
12-Sep-12,14,20366,18488
12-Sep-12,15,20804,18740
12-Sep-12,16,21114,19201
12-Sep-12,17,21178,19345
12-Sep-12,18,20607,18829
12-Sep-12,19,20501,18766
12-Sep-12,20,20455,19090
12-Sep-12,21,19368,18165
12-Sep-12,22,17255,16555
12-Sep-12,23,15529,15214
12-Sep-12,24,14165,14103
13-Sep-12,1,13606,13394
13-Sep-12,2,13447,13010
13-Sep-12,3,13169,12732
13-Sep-12,4,13207,12790
13-Sep-12,5,13668,13422
13-Sep-12,6,15021,14724
13-Sep-12,7,16313,15899
13-Sep-12,8,17125,16640
13-Sep-12,9,18127,17442
13-Sep-12,10,19332,18082
13-Sep-12,11,19950,18550
13-Sep-12,12,20280,19013
13-Sep-12,13,20661,19289
13-Sep-12,14,20920,19480
13-Sep-12,15,21023,19818
13-Sep-12,16,21591,20078
13-Sep-12,17,21483,19953
13-Sep-12,18,20454,19481
13-Sep-12,19,20682,19477
13-Sep-12,20,20524,19882
13-Sep-12,21,19567,19017
13-Sep-12,22,18073,17523
13-Sep-12,23,16110,15877
13-Sep-12,24,14854,14771
14-Sep-12,1,14259,13974
14-Sep-12,2,13759,13507
14-Sep-12,3,13745,13312
14-Sep-12,4,14074,13264
14-Sep-12,5,14501,13683
14-Sep-12,6,15719,15013
14-Sep-12,7,16939,16152
14-Sep-12,8,17388,16677
14-Sep-12,9,18041,17100
14-Sep-12,10,18708,17464
14-Sep-12,11,19263,17566
14-Sep-12,12,19278,17418
14-Sep-12,13,19365,17325
14-Sep-12,14,19342,17021
14-Sep-12,15,19054,16571
14-Sep-12,16,18854,16683
14-Sep-12,17,18439,16508
14-Sep-12,18,18119,16348
14-Sep-12,19,18070,16449
14-Sep-12,20,18353,16847
14-Sep-12,21,17194,16058
14-Sep-12,22,16158,15085
14-Sep-12,23,14397,13864
14-Sep-12,24,13279,12846
15-Sep-12,1,12703,12270
15-Sep-12,2,12516,11930
15-Sep-12,3,12497,11767
15-Sep-12,4,12553,11729
15-Sep-12,5,12715,11827
15-Sep-12,6,13316,12210
15-Sep-12,7,13430,12579
15-Sep-12,8,14282,13487
15-Sep-12,9,15173,14328
15-Sep-12,10,15119,14724
15-Sep-12,11,15708,14883
15-Sep-12,12,15915,14940
15-Sep-12,13,15778,14808
15-Sep-12,14,15827,14707
15-Sep-12,15,15410,14565
15-Sep-12,16,15454,14634
15-Sep-12,17,15726,14856
15-Sep-12,18,15634,14829
15-Sep-12,19,16002,14997
15-Sep-12,20,16210,15469
15-Sep-12,21,15285,14694
15-Sep-12,22,14460,13999
15-Sep-12,23,13323,13040
15-Sep-12,24,12529,12221
16-Sep-12,1,12329,11774
16-Sep-12,2,12147,11484
16-Sep-12,3,11974,11290
16-Sep-12,4,12322,11257
16-Sep-12,5,12497,11382
16-Sep-12,6,12649,11684
16-Sep-12,7,12863,11944
16-Sep-12,8,13393,12648
16-Sep-12,9,14010,13341
16-Sep-12,10,14378,13853
16-Sep-12,11,14457,14022
16-Sep-12,12,14767,14116
16-Sep-12,13,14923,14203
16-Sep-12,14,15088,14193
16-Sep-12,15,15414,14334
16-Sep-12,16,15905,14800
16-Sep-12,17,16307,15277
16-Sep-12,18,16360,15417
16-Sep-12,19,16395,15711
16-Sep-12,20,16548,15985
16-Sep-12,21,15939,15476
16-Sep-12,22,14892,14369
16-Sep-12,23,13754,13316
16-Sep-12,24,12739,12556
17-Sep-12,1,12796,12113
17-Sep-12,2,12771,11813
17-Sep-12,3,12605,11772
17-Sep-12,4,12784,11926
17-Sep-12,5,13300,12467
17-Sep-12,6,14606,13905
17-Sep-12,7,15952,15193
17-Sep-12,8,16475,15725
17-Sep-12,9,17054,16164
17-Sep-12,10,17682,16717
17-Sep-12,11,17993,16978
17-Sep-12,12,18559,17109
17-Sep-12,13,18670,17174
17-Sep-12,14,18940,17275
17-Sep-12,15,18988,17313
17-Sep-12,16,19181,17699
17-Sep-12,17,18773,17741
17-Sep-12,18,18426,17288
17-Sep-12,19,18775,17485
17-Sep-12,20,18969,17899
17-Sep-12,21,17736,16886
17-Sep-12,22,16471,15611
17-Sep-12,23,14872,14294
17-Sep-12,24,13789,13303
18-Sep-12,1,13587,12806
18-Sep-12,2,13366,12476
18-Sep-12,3,13410,12332
18-Sep-12,4,13558,12477
18-Sep-12,5,14283,13106
18-Sep-12,6,15581,14604
18-Sep-12,7,17380,16204
18-Sep-12,8,18083,16791
18-Sep-12,9,18399,17353
18-Sep-12,10,18829,17426
18-Sep-12,11,18950,17377
18-Sep-12,12,18748,17196
18-Sep-12,13,18720,17121
18-Sep-12,14,18449,16728
18-Sep-12,15,18380,16570
18-Sep-12,16,18405,16709
18-Sep-12,17,18300,16745
18-Sep-12,18,18160,16404
18-Sep-12,19,18784,16707
18-Sep-12,20,18958,17201
18-Sep-12,21,18005,16349
18-Sep-12,22,16472,15136
18-Sep-12,23,14835,13852
18-Sep-12,24,13984,12880
19-Sep-12,1,13549,12502
19-Sep-12,2,13631,12313
19-Sep-12,3,13629,12041
19-Sep-12,4,13740,12089
19-Sep-12,5,14054,12553
19-Sep-12,6,15383,14022
19-Sep-12,7,16877,15442
19-Sep-12,8,17338,15748
19-Sep-12,9,17456,15897
19-Sep-12,10,17337,15951
19-Sep-12,11,17385,15979
19-Sep-12,12,17498,15993
19-Sep-12,13,17857,16022
19-Sep-12,14,17913,15931
19-Sep-12,15,17492,15866
19-Sep-12,16,17575,16079
19-Sep-12,17,17704,16266
19-Sep-12,18,18104,16282
19-Sep-12,19,18976,16779
19-Sep-12,20,18756,17080
19-Sep-12,21,17387,16201
19-Sep-12,22,16143,15107
19-Sep-12,23,14734,13965
19-Sep-12,24,14093,13006
20-Sep-12,1,14177,12521
20-Sep-12,2,14170,12232
20-Sep-12,3,14281,12061
20-Sep-12,4,14414,12144
20-Sep-12,5,14610,12589
20-Sep-12,6,15348,14010
20-Sep-12,7,16768,15160
20-Sep-12,8,17010,15641
20-Sep-12,9,17164,15827
20-Sep-12,10,17349,16162
20-Sep-12,11,17534,16272
20-Sep-12,12,17768,16231
20-Sep-12,13,17796,16236
20-Sep-12,14,17680,16194
20-Sep-12,15,17470,16070
20-Sep-12,16,17782,16285
20-Sep-12,17,18152,16500
20-Sep-12,18,18228,16549
20-Sep-12,19,18897,17221
20-Sep-12,20,18668,17060
20-Sep-12,21,17513,16431
20-Sep-12,22,16421,15384
20-Sep-12,23,15225,14037
20-Sep-12,24,14509,13085
21-Sep-12,1,13906,12506
21-Sep-12,2,13441,12379
21-Sep-12,3,13365,12158
21-Sep-12,4,13621,12224
21-Sep-12,5,14341,12694
21-Sep-12,6,15343,14008
21-Sep-12,7,16790,15314
21-Sep-12,8,17037,15787
21-Sep-12,9,17042,16004
21-Sep-12,10,17410,16102
21-Sep-12,11,17456,16213
21-Sep-12,12,16875,16144
21-Sep-12,13,17213,16169
21-Sep-12,14,17203,16101
21-Sep-12,15,17435,15939
21-Sep-12,16,17426,15984
21-Sep-12,17,17319,16020
21-Sep-12,18,17375,15890
21-Sep-12,19,17909,16376
21-Sep-12,20,17872,16544
21-Sep-12,21,17325,15916
21-Sep-12,22,16489,14938
21-Sep-12,23,14826,13774
21-Sep-12,24,13790,12793
22-Sep-12,1,13126,12347
22-Sep-12,2,12894,11906
22-Sep-12,3,12939,11824
22-Sep-12,4,12790,11794
22-Sep-12,5,13105,11997
22-Sep-12,6,13574,12377
22-Sep-12,7,14321,12966
22-Sep-12,8,15062,13788
22-Sep-12,9,16019,14432
22-Sep-12,10,16092,14765
22-Sep-12,11,16612,14889
22-Sep-12,12,16649,14894
22-Sep-12,13,16216,14721
22-Sep-12,14,16528,14493
22-Sep-12,15,16358,14373
22-Sep-12,16,16031,14396
22-Sep-12,17,16452,14623
22-Sep-12,18,16268,14574
22-Sep-12,19,16976,15005
22-Sep-12,20,16993,14963
22-Sep-12,21,15775,14221
22-Sep-12,22,14899,13539
22-Sep-12,23,14289,12764
22-Sep-12,24,13825,12035
23-Sep-12,1,13532,11542
23-Sep-12,2,13322,11186
23-Sep-12,3,13400,11092
23-Sep-12,4,13322,11012
23-Sep-12,5,13428,11133
23-Sep-12,6,13620,11557
23-Sep-12,7,13713,11878
23-Sep-12,8,14250,12728
23-Sep-12,9,14813,13423
23-Sep-12,10,14936,13726
23-Sep-12,11,15127,13992
23-Sep-12,12,15430,14140
23-Sep-12,13,15354,14081
23-Sep-12,14,15350,13936
23-Sep-12,15,15371,14008
23-Sep-12,16,15624,14304
23-Sep-12,17,15680,14624
23-Sep-12,18,15798,14809
23-Sep-12,19,16884,15435
23-Sep-12,20,16809,15475
23-Sep-12,21,16088,14950
23-Sep-12,22,14740,13894
23-Sep-12,23,14209,12918
23-Sep-12,24,13801,12239
24-Sep-12,1,13323,11788
24-Sep-12,2,13270,11617
24-Sep-12,3,13332,11632
24-Sep-12,4,13530,11900
24-Sep-12,5,14241,12553
24-Sep-12,6,15321,13938
24-Sep-12,7,16236,15129
24-Sep-12,8,17080,15610
24-Sep-12,9,17342,15733
24-Sep-12,10,17599,15757
24-Sep-12,11,17814,15890
24-Sep-12,12,17651,15702
24-Sep-12,13,17616,15780
24-Sep-12,14,17484,15715
24-Sep-12,15,17734,15869
24-Sep-12,16,18079,16113
24-Sep-12,17,18050,16260
24-Sep-12,18,18181,16306
24-Sep-12,19,18774,17001
24-Sep-12,20,18841,17212
24-Sep-12,21,17873,16417
24-Sep-12,22,16519,15154
24-Sep-12,23,15409,13806
24-Sep-12,24,15103,13053
25-Sep-12,1,14876,12478
25-Sep-12,2,14725,12345
25-Sep-12,3,14815,12304
25-Sep-12,4,14729,12364
25-Sep-12,5,14937,12762
25-Sep-12,6,15682,14023
25-Sep-12,7,16617,15245
25-Sep-12,8,16296,15576
25-Sep-12,9,16481,15785
25-Sep-12,10,16752,15991
25-Sep-12,11,17126,16061
25-Sep-12,12,17856,16132
25-Sep-12,13,17787,16214
25-Sep-12,14,18074,16218
25-Sep-12,15,18413,16277
25-Sep-12,16,18586,16496
25-Sep-12,17,18473,16577
25-Sep-12,18,17949,16391
25-Sep-12,19,18733,17042
25-Sep-12,20,18833,17266
25-Sep-12,21,17740,16429
25-Sep-12,22,16583,15367
25-Sep-12,23,15090,13942
25-Sep-12,24,14349,13263
26-Sep-12,1,14012,12899
26-Sep-12,2,14107,12550
26-Sep-12,3,14071,12362
26-Sep-12,4,14102,12528
26-Sep-12,5,14491,12944
26-Sep-12,6,15884,14124
26-Sep-12,7,16814,15436
26-Sep-12,8,16797,15977
26-Sep-12,9,17671,16211
26-Sep-12,10,18414,16471
26-Sep-12,11,18508,16669
26-Sep-12,12,18374,16521
26-Sep-12,13,18302,16454
26-Sep-12,14,18316,16343
26-Sep-12,15,18357,16219
26-Sep-12,16,18629,16316
26-Sep-12,17,18807,16497
26-Sep-12,18,18381,16275
26-Sep-12,19,19196,16982
26-Sep-12,20,19383,17215
26-Sep-12,21,18309,16486
26-Sep-12,22,16962,15214
26-Sep-12,23,15214,13828
26-Sep-12,24,13969,12933
27-Sep-12,1,13385,12342
27-Sep-12,2,13339,12033
27-Sep-12,3,13197,12041
27-Sep-12,4,13338,12100
27-Sep-12,5,13809,12684
27-Sep-12,6,15471,14077
27-Sep-12,7,16776,15392
27-Sep-12,8,17136,15551
27-Sep-12,9,17673,15643
27-Sep-12,10,17800,15655
27-Sep-12,11,18263,15812
27-Sep-12,12,18477,15795
27-Sep-12,13,18479,15841
27-Sep-12,14,18424,15866
27-Sep-12,15,18117,15854
27-Sep-12,16,18667,16059
27-Sep-12,17,18732,16154
27-Sep-12,18,18562,16014
27-Sep-12,19,19178,16768
27-Sep-12,20,19493,17099
27-Sep-12,21,18199,16261
27-Sep-12,22,16836,14963
27-Sep-12,23,15571,13845
27-Sep-12,24,14224,12951
28-Sep-12,1,13943,12475
28-Sep-12,2,13814,12241
28-Sep-12,3,13556,12090
28-Sep-12,4,13616,12140
28-Sep-12,5,13953,12680
28-Sep-12,6,15177,14182
28-Sep-12,7,16515,15282
28-Sep-12,8,17559,15731
28-Sep-12,9,18052,15856
28-Sep-12,10,18362,15890
28-Sep-12,11,18530,16049
28-Sep-12,12,18461,15909
28-Sep-12,13,18534,15952
28-Sep-12,14,18439,15757
28-Sep-12,15,18317,15709
28-Sep-12,16,18060,15737
28-Sep-12,17,17696,15742
28-Sep-12,18,17608,15745
28-Sep-12,19,18971,16512
28-Sep-12,20,18762,16507
28-Sep-12,21,18040,15913
28-Sep-12,22,16555,14927
28-Sep-12,23,15214,13846
28-Sep-12,24,14150,12927
29-Sep-12,1,13471,12380
29-Sep-12,2,13321,12028
29-Sep-12,3,13256,11807
29-Sep-12,4,13167,11731
29-Sep-12,5,13278,11877
29-Sep-12,6,13457,12349
29-Sep-12,7,14172,13078
29-Sep-12,8,14800,13905
29-Sep-12,9,15422,14505
29-Sep-12,10,15954,14724
29-Sep-12,11,16203,14872
29-Sep-12,12,16029,14748
29-Sep-12,13,16120,14605
29-Sep-12,14,16006,14580
29-Sep-12,15,15818,14487
29-Sep-12,16,15912,14681
29-Sep-12,17,15724,14853
29-Sep-12,18,16342,15086
29-Sep-12,19,16921,15526
29-Sep-12,20,16777,15376
29-Sep-12,21,15666,14710
29-Sep-12,22,14729,13965
29-Sep-12,23,13789,13080
29-Sep-12,24,13359,12260
30-Sep-12,1,13049,11725
30-Sep-12,2,12896,11512
30-Sep-12,3,12799,11400
30-Sep-12,4,12814,11315
30-Sep-12,5,12755,11431
30-Sep-12,6,12783,11578
30-Sep-12,7,13393,12314
30-Sep-12,8,13941,12782
30-Sep-12,9,14807,13733
30-Sep-12,10,15001,14051
30-Sep-12,11,15444,14192
30-Sep-12,12,15347,14326
30-Sep-12,13,15313,14337
30-Sep-12,14,15289,14315
30-Sep-12,15,15185,14375
30-Sep-12,16,15495,14709
30-Sep-12,17,15953,15174
30-Sep-12,18,16262,15283
30-Sep-12,19,17323,15891
30-Sep-12,20,16950,15689
30-Sep-12,21,16065,15104
30-Sep-12,22,14907,14178
30-Sep-12,23,14043,13200
30-Sep-12,24,13473,12512
1-Oct-12,1,13215,12117
1-Oct-12,2,13165,11949
1-Oct-12,3,13119,11916
1-Oct-12,4,12982,12049
1-Oct-12,5,13349,12521
1-Oct-12,6,14704,13964
1-Oct-12,7,16069,15498
1-Oct-12,8,16383,15859
1-Oct-12,9,16548,15956
1-Oct-12,10,16686,16100
1-Oct-12,11,16628,16255
1-Oct-12,12,16564,16210
1-Oct-12,13,16789,16318
1-Oct-12,14,16637,16199
1-Oct-12,15,16687,16243
1-Oct-12,16,17104,16512
1-Oct-12,17,17383,16697
1-Oct-12,18,17417,16784
1-Oct-12,19,18029,17529
1-Oct-12,20,17744,17350
1-Oct-12,21,16711,16393
1-Oct-12,22,15367,15116
1-Oct-12,23,14350,13978
1-Oct-12,24,13460,13004
2-Oct-12,1,13075,12524
2-Oct-12,2,13175,12343
2-Oct-12,3,13170,12233
2-Oct-12,4,13236,12306
2-Oct-12,5,13566,12802
2-Oct-12,6,14596,14233
2-Oct-12,7,15981,15771
2-Oct-12,8,16365,16083
2-Oct-12,9,16723,16149
2-Oct-12,10,16946,16277
2-Oct-12,11,17567,16411
2-Oct-12,12,17443,16393
2-Oct-12,13,17438,16387
2-Oct-12,14,17487,16341
2-Oct-12,15,17580,16439
2-Oct-12,16,17876,16783
2-Oct-12,17,17932,16887
2-Oct-12,18,17887,16748
2-Oct-12,19,18664,17580
2-Oct-12,20,18412,17461
2-Oct-12,21,17599,16650
2-Oct-12,22,16368,15475
2-Oct-12,23,14879,14157
2-Oct-12,24,13701,13303
3-Oct-12,1,13662,12793
3-Oct-12,2,13452,12498
3-Oct-12,3,13522,12451
3-Oct-12,4,13671,12460
3-Oct-12,5,14414,13005
3-Oct-12,6,15473,14399
3-Oct-12,7,17150,15976
3-Oct-12,8,17680,16298
3-Oct-12,9,17588,16540
3-Oct-12,10,17859,16734
3-Oct-12,11,17833,16652
3-Oct-12,12,17830,16588
3-Oct-12,13,18011,16592
3-Oct-12,14,18054,16502
3-Oct-12,15,18198,16614
3-Oct-12,16,18329,16848
3-Oct-12,17,18657,17055
3-Oct-12,18,18683,17160
3-Oct-12,19,19277,17746
3-Oct-12,20,18953,17494
3-Oct-12,21,17526,16667
3-Oct-12,22,16422,15592
3-Oct-12,23,15089,14269
3-Oct-12,24,14258,13329
4-Oct-12,1,13998,12693
4-Oct-12,2,13713,12475
4-Oct-12,3,13895,12375
4-Oct-12,4,13907,12386
4-Oct-12,5,14468,12797
4-Oct-12,6,15711,14259
4-Oct-12,7,16839,15625
4-Oct-12,8,17335,16065
4-Oct-12,9,17415,16255
4-Oct-12,10,17586,16430
4-Oct-12,11,17691,16538
4-Oct-12,12,17755,16601
4-Oct-12,13,17812,16658
4-Oct-12,14,17774,16620
4-Oct-12,15,17753,16599
4-Oct-12,16,17831,16677
4-Oct-12,17,17876,16722
4-Oct-12,18,17986,16825
4-Oct-12,19,18930,17676
4-Oct-12,20,18651,17409
4-Oct-12,21,17578,16639
4-Oct-12,22,15962,15377
4-Oct-12,23,14853,14119
4-Oct-12,24,14039,13234
5-Oct-12,1,13954,12698
5-Oct-12,2,14066,12370
5-Oct-12,3,13760,12104
5-Oct-12,4,13967,12233
5-Oct-12,5,14290,12776
5-Oct-12,6,15333,14177
5-Oct-12,7,16565,15408
5-Oct-12,8,17039,15880
5-Oct-12,9,17274,16110
5-Oct-12,10,17533,16286
5-Oct-12,11,17511,16352
5-Oct-12,12,17186,16027
5-Oct-12,13,17255,16096
5-Oct-12,14,16974,15814
5-Oct-12,15,16845,15685
5-Oct-12,16,16928,15769
5-Oct-12,17,17002,15845
5-Oct-12,18,17099,15988
5-Oct-12,19,17812,16654
5-Oct-12,20,17513,16348
5-Oct-12,21,16995,15628
5-Oct-12,22,16268,14631
5-Oct-12,23,15099,13538
5-Oct-12,24,14168,12694
6-Oct-12,1,13955,12124
6-Oct-12,2,13790,11748
6-Oct-12,3,13771,11598
6-Oct-12,4,13579,11544
6-Oct-12,5,13569,11756
6-Oct-12,6,13785,12216
6-Oct-12,7,14231,12777
6-Oct-12,8,14679,13486
6-Oct-12,9,15523,14115
6-Oct-12,10,15857,14405
6-Oct-12,11,16182,14532
6-Oct-12,12,16293,14469
6-Oct-12,13,16192,14357
6-Oct-12,14,16487,14280
6-Oct-12,15,16870,14250
6-Oct-12,16,16762,14419
6-Oct-12,17,16539,14685
6-Oct-12,18,16517,14832
6-Oct-12,19,16493,15168
6-Oct-12,20,16403,15049
6-Oct-12,21,15922,14491
6-Oct-12,22,15287,13878
6-Oct-12,23,14581,13072
6-Oct-12,24,13887,12320
7-Oct-12,1,13857,11911
7-Oct-12,2,13580,11644
7-Oct-12,3,13456,11509
7-Oct-12,4,13367,11436
7-Oct-12,5,13586,11570
7-Oct-12,6,13910,11956
7-Oct-12,7,14174,12463
7-Oct-12,8,14539,13073
7-Oct-12,9,15373,13898
7-Oct-12,10,15742,14309
7-Oct-12,11,16220,14508
7-Oct-12,12,16225,14550
7-Oct-12,13,16084,14488
7-Oct-12,14,15844,14369
7-Oct-12,15,15679,14352
7-Oct-12,16,15748,14422
7-Oct-12,17,15792,14511
7-Oct-12,18,15827,14505
7-Oct-12,19,16507,14826
7-Oct-12,20,16349,14661
7-Oct-12,21,16484,14386
7-Oct-12,22,15949,13850
7-Oct-12,23,14463,12985
7-Oct-12,24,13618,12361
8-Oct-12,1,13779,11844
8-Oct-12,2,13607,11703
8-Oct-12,3,13648,11605
8-Oct-12,4,13599,11502
8-Oct-12,5,13720,11599
8-Oct-12,6,14060,12136
8-Oct-12,7,15008,12639
8-Oct-12,8,15160,13093
8-Oct-12,9,15563,13721
8-Oct-12,10,15903,13897
8-Oct-12,11,16170,14072
8-Oct-12,12,16245,14149
8-Oct-12,13,16123,14029
8-Oct-12,14,16047,13821
8-Oct-12,15,16062,13740
8-Oct-12,16,16268,14019
8-Oct-12,17,16568,14214
8-Oct-12,18,16923,14637
8-Oct-12,19,17676,15650
8-Oct-12,20,17377,15346
8-Oct-12,21,16829,14905
8-Oct-12,22,15782,13990
8-Oct-12,23,14995,13069
8-Oct-12,24,14316,12433
9-Oct-12,1,14047,12155
9-Oct-12,2,14108,11967
9-Oct-12,3,14097,11999
9-Oct-12,4,14138,12148
9-Oct-12,5,14592,12727
9-Oct-12,6,15689,14145
9-Oct-12,7,17167,15759
9-Oct-12,8,17501,16166
9-Oct-12,9,17559,16162
9-Oct-12,10,17254,16214
9-Oct-12,11,17050,16134
9-Oct-12,12,17233,16002
9-Oct-12,13,17218,15994
9-Oct-12,14,17133,15846
9-Oct-12,15,17090,15849
9-Oct-12,16,17194,16043
9-Oct-12,17,17428,16305
9-Oct-12,18,17804,16709
9-Oct-12,19,18647,17735
9-Oct-12,20,18487,17303
9-Oct-12,21,17414,16425
9-Oct-12,22,16114,15257
9-Oct-12,23,14881,13994
9-Oct-12,24,14553,13177
10-Oct-12,1,14381,12718
10-Oct-12,2,14150,12485
10-Oct-12,3,14167,12428
10-Oct-12,4,14077,12515
10-Oct-12,5,14591,13042
10-Oct-12,6,15656,14661
10-Oct-12,7,16772,16055
10-Oct-12,8,16931,16606
10-Oct-12,9,17147,16678
10-Oct-12,10,17409,16710
10-Oct-12,11,17350,16612
10-Oct-12,12,17223,16414
10-Oct-12,13,17320,16362
10-Oct-12,14,17342,16236
10-Oct-12,15,17294,16241
10-Oct-12,16,17832,16576
10-Oct-12,17,18367,16945
10-Oct-12,18,18515,17234
10-Oct-12,19,19238,17913
10-Oct-12,20,18597,17518
10-Oct-12,21,18219,16936
10-Oct-12,22,17150,15875
10-Oct-12,23,16015,14635
10-Oct-12,24,14708,13627
11-Oct-12,1,14414,13238
11-Oct-12,2,14272,13010
11-Oct-12,3,13932,12878
11-Oct-12,4,13992,13018
11-Oct-12,5,14454,13574
11-Oct-12,6,15396,15116
11-Oct-12,7,16958,16539
11-Oct-12,8,17180,16595
11-Oct-12,9,17376,16478
11-Oct-12,10,17534,16441
11-Oct-12,11,17488,16395
11-Oct-12,12,17548,16312
11-Oct-12,13,17747,16309
11-Oct-12,14,17674,16247
11-Oct-12,15,17768,16255
11-Oct-12,16,18211,16680
11-Oct-12,17,18482,16952
11-Oct-12,18,18903,17401
11-Oct-12,19,19407,17974
11-Oct-12,20,19121,17604
11-Oct-12,21,18241,16816
11-Oct-12,22,16933,15785
11-Oct-12,23,15709,14577
11-Oct-12,24,14222,13536
12-Oct-12,1,14023,13035
12-Oct-12,2,13796,12786
12-Oct-12,3,13538,12483
12-Oct-12,4,13784,12610
12-Oct-12,5,14490,13264
12-Oct-12,6,15612,14871
12-Oct-12,7,17088,16399
12-Oct-12,8,17419,16580
12-Oct-12,9,17446,16448
12-Oct-12,10,17297,16288
12-Oct-12,11,17392,16364
12-Oct-12,12,17160,16225
12-Oct-12,13,17134,16159
12-Oct-12,14,16754,15931
12-Oct-12,15,16505,15853
12-Oct-12,16,17161,16033
12-Oct-12,17,17374,16206
12-Oct-12,18,17753,16584
12-Oct-12,19,18402,17513
12-Oct-12,20,18033,17217
12-Oct-12,21,17409,16748
12-Oct-12,22,16402,15834
12-Oct-12,23,15080,14705
12-Oct-12,24,14568,13696
13-Oct-12,1,14216,13093
13-Oct-12,2,13925,12748
13-Oct-12,3,14004,12548
13-Oct-12,4,14278,12625
13-Oct-12,5,14527,12833
13-Oct-12,6,14891,13490
13-Oct-12,7,15584,14244
13-Oct-12,8,16552,14866
13-Oct-12,9,16771,15303
13-Oct-12,10,17341,15501
13-Oct-12,11,17692,15722
13-Oct-12,12,17645,15641
13-Oct-12,13,17116,15598
13-Oct-12,14,16741,15449
13-Oct-12,15,16612,15501
13-Oct-12,16,16614,15692
13-Oct-12,17,17210,16035
13-Oct-12,18,17909,16385
13-Oct-12,19,18400,16493
13-Oct-12,20,17916,16001
13-Oct-12,21,16753,15336
13-Oct-12,22,15514,14731
13-Oct-12,23,14437,13767
13-Oct-12,24,14362,12943
14-Oct-12,1,14564,12446
14-Oct-12,2,14226,12072
14-Oct-12,3,13903,11890
14-Oct-12,4,13724,11870
14-Oct-12,5,13999,11957
14-Oct-12,6,13881,12251
14-Oct-12,7,14411,12780
14-Oct-12,8,14827,13470
14-Oct-12,9,15654,14174
14-Oct-12,10,15944,14659
14-Oct-12,11,16129,14947
14-Oct-12,12,16231,14997
14-Oct-12,13,16378,15033
14-Oct-12,14,16547,14900
14-Oct-12,15,16715,14999
14-Oct-12,16,17247,15269
14-Oct-12,17,17765,15741
14-Oct-12,18,17905,15987
14-Oct-12,19,18533,16335
14-Oct-12,20,17606,15838
14-Oct-12,21,17067,15171
14-Oct-12,22,15308,14275
14-Oct-12,23,14776,13315
14-Oct-12,24,14500,12682
15-Oct-12,1,14211,12204
15-Oct-12,2,14064,12019
15-Oct-12,3,14161,11910
15-Oct-12,4,14181,11905
15-Oct-12,5,14557,12411
15-Oct-12,6,15861,14046
15-Oct-12,7,17229,15676
15-Oct-12,8,16796,16049
15-Oct-12,9,16966,16262
15-Oct-12,10,17271,16456
15-Oct-12,11,17338,16360
15-Oct-12,12,17320,16297
15-Oct-12,13,17657,16294
